,newsTitle,timestamp,url_source,content,source,author,urlToImage
27,"Bajaj Finance Share Price Today Live Updates: Bajaj Finance Closes at Rs 7068.05 with 6-Month Beta of 1.4994, Reflecting Elevated Volatility",2024-07-10T03:00:55Z,https://m.economictimes.com/markets/stocks/stock-liveblog/bajaj-finance-share-price-today-live-updates-10-jul-2024/liveblog/111620849.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620849,width-600,resizemode-4,imglength-16440/markets/stocks/stock-liveblog/bajaj-finance-share-price-today-live-updates-10-jul-2024.jpg"
28,Bharat Petroleum Corporation Stocks Live Updates: Bharat Petroleum Corporation Closes at Rs 300.20 with 6-Month Beta of 1.544,2024-07-10T03:01:08Z,https://m.economictimes.com/markets/stocks/stock-liveblog/bharat-petroleum-corporation-stocks-live-updates-10-jul-2024/liveblog/111620865.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620865,width-600,resizemode-4,imglength-20912/markets/stocks/stock-liveblog/bharat-petroleum-corporation-stocks-live-updates-10-jul-2024.jpg"
29,Larsen & Toubro Stocks Live Updates: Larsen & Toubro Closes at Rs 3666.1 with 6M Beta of 1.298,2024-07-10T03:00:38Z,https://m.economictimes.com/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-10-jul-2024/liveblog/111620829.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620829,width-600,resizemode-4,imglength-14376/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-10-jul-2024.jpg"
30,Hindustan Unilever Share Price Today Live Updates: Hindustan Unilever Closes at Rs 2590.15 with 6-Month Beta of 0.43,2024-07-10T03:02:58Z,https://m.economictimes.com/markets/stocks/stock-liveblog/hindustan-unilever-share-price-today-live-updates-10-jul-2024/liveblog/111620973.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620973,width-600,resizemode-4,imglength-48810/markets/stocks/stock-liveblog/hindustan-unilever-share-price-today-live-updates-10-jul-2024.jpg"
31,Eicher Motors Share Price Live Updates: Eicher Motors Closes at Rs 4828.70 with 6-Month Beta of 1.401,2024-07-10T03:02:26Z,https://m.economictimes.com/markets/stocks/stock-liveblog/eicher-motors-share-price-live-updates-10-jul-2024/liveblog/111620949.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620949,width-600,resizemode-4,imglength-3258/markets/stocks/stock-liveblog/eicher-motors-share-price-live-updates-10-jul-2024.jpg"
32,Will Nifty continue to scale new highs ahead of Budget? Mahantesh Sabarad answers,2024-07-10T02:30:00Z,https://economictimes.indiatimes.com/markets/expert-view/will-nifty-continue-to-scale-new-highs-ahead-of-budget-mahantesh-sabarad-answers/articleshow/111609817.cms,"""We will have a large surge in money coming into India, foreign money coming into India, primarily through the equity route and now increasingly through the bond route as well",The Times of India,ET Now,"https://img.etimg.com/thumb/msid-111609723,width-1200,height-630,imgsize-17572,overlay-etmarkets/photo.jpg"
33,Delek US Holdings CFO sells shares worth over $17k,2024-07-10T00:31:06Z,https://www.investing.com/news/company-news/delek-us-holdings-cfo-sells-shares-worth-over-17k-93CH-3512851,"Delek US Holdings, Inc. (NYSE:DK) CFO Reuven Spiegel recently completed a stock transaction, selling a total of 750 shares of the company's common stock. The sale was executed at a price of $23",Investing.com,Investing.com,https://i-invdn-com.investing.com/news/DelekUS_800x533_L_1650952817.jpg
34,iShares ESG Aware Conservative Allocation ETF (BATS:EAOK) Stock Price Down 0.1%,2024-07-10T06:20:47Z,https://www.etfdailynews.com/2024/07/10/ishares-esg-aware-conservative-allocation-etf-batseaok-stock-price-down-0-1/,iShares ESG Aware Conservative Allocation ETF (BATS:EAOK – Get Free Report) shares were down 0.1% during mid-day trading on Tuesday . The stock traded as low as $25.43 and last traded at $25.43,ETF Daily News,MarketBeat News,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ishares-esg-aware-conservative-allocation-etf-logo-1200x675.png&w=240&h=240&zc=2
35,iShares ESG Aware Aggressive Allocation ETF (BATS:EAOA) Shares Down 0%,2024-07-10T06:20:46Z,https://www.etfdailynews.com/2024/07/10/ishares-esg-aware-aggressive-allocation-etf-batseaoa-shares-down-0/,iShares ESG Aware Aggressive Allocation ETF (BATS:EAOA – Get Free Report) dropped 0% during trading on Tuesday . The company traded as low as $34.99 and last traded at $34.99,ETF Daily News,MarketBeat News,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/ishares-esg-aware-aggressive-allocation-etf-logo-1200x675.png&w=240&h=240&zc=2
36,BioNTech Sees Unusually Large Options Volume (NASDAQ:BNTX),2024-07-10T05:38:45Z,https://www.etfdailynews.com/2024/07/10/biontech-sees-unusually-large-options-volume-nasdaqbntx/,"BioNTech SE (NASDAQ:BNTX – Get Free Report) was the recipient of some unusual options trading on Tuesday. Investors acquired 3,757 call options on the stock",ETF Daily News,MarketBeat News,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/biontech-se-logo-1200x675.png?v=20231226132334&w=240&h=240&zc=2
37,"Bragar Eagel & Squire, P.C. Reminds Investors That Class Action Lawsuits Have Been Filed Against Sprout, UnitedHealth, Vestis, and Teladoc and Encourages Investors to Contact the Firm",2024-07-10T01:00:00Z,https://www.globenewswire.com/news-release/2024/07/10/2910816/0/en/Bragar-Eagel-Squire-P-C-Reminds-Investors-That-Class-Action-Lawsuits-Have-Been-Filed-Against-Sprout-UnitedHealth-Vestis-and-Teladoc-and-Encourages-Investors-to-Contact-the-Firm.html,"NEW YORK, July 09, 2024 (GLOBE NEWSWIRE) -- Bragar Eagel &amp; Squire, P.C",GlobeNewswire,Bragar Eagel & Squire,https://ml.globenewswire.com/Resource/Download/29481954-f2ff-4756-b5a9-d982a6497bd0
38,"Bragar Eagel & Squire, P.C. Reminds Investors That Class Action Lawsuits Have Been Filed Against Direct Digital, Cambium, Fastly, and Charge and Encourages Investors to Contact the Firm",2024-07-10T01:00:00Z,https://www.globenewswire.com/news-release/2024/07/10/2910824/0/en/Bragar-Eagel-Squire-P-C-Reminds-Investors-That-Class-Action-Lawsuits-Have-Been-Filed-Against-Direct-Digital-Cambium-Fastly-and-Charge-and-Encourages-Investors-to-Contact-the-Firm.html,"NEW YORK, July 09, 2024 (GLOBE NEWSWIRE) -- Bragar Eagel &amp; Squire, P.C",GlobeNewswire,Bragar Eagel & Squire,https://ml.globenewswire.com/Resource/Download/29481954-f2ff-4756-b5a9-d982a6497bd0
39,"Bragar Eagel & Squire, P.C. Reminds Investors That Class Action Lawsuits Have Been Filed Against Enphase, Hertz, Fat Brands, and Scotts and Encourages Investors to Contact the Firm",2024-07-10T01:00:00Z,https://www.globenewswire.com/news-release/2024/07/10/2910815/0/en/Bragar-Eagel-Squire-P-C-Reminds-Investors-That-Class-Action-Lawsuits-Have-Been-Filed-Against-Enphase-Hertz-Fat-Brands-and-Scotts-and-Encourages-Investors-to-Contact-the-Firm.html,"NEW YORK, July 09, 2024 (GLOBE NEWSWIRE) -- Bragar Eagel &amp; Squire, P.C",GlobeNewswire,Bragar Eagel & Squire,https://ml.globenewswire.com/Resource/Download/29481954-f2ff-4756-b5a9-d982a6497bd0
40,Have you heard of this ASX robotics stock? It's up 75% in 3 days!,2024-07-10T03:55:33Z,https://www.fool.com.au/2024/07/10/have-you-heard-of-this-asx-robotics-stock-its-up-75-in-3-days/,"The market is having a bit of a subdued session on Wednesday, but that isn't stopping one ASX robotics stock from storming higher again",Motley Fool Australia,James Mickleboro,https://www.fool.com.au/wp-content/uploads/2022/02/robotics-16.9-1200x675.jpg
41,Investors flock to new-age food brands; ecommerce sales report,2024-07-10T01:22:52Z,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/investors-flock-to-new-age-food-brands-ecommerce-sales-report/articleshow/111619731.cms,"Happy Wednesday! Investors are showing a strong appetite for new-age food brands, with notable investments and expansions taking place. This and more in todays ETtech Morning Dispatch",The Times of India,ETtech,"https://img.etimg.com/thumb/msid-111619731,width-1070,height-580,imgsize-2312278,overlay-ettech/photo.jpg"
